frame_num,image_name,timestamp,activities,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16
12,person_10.jpg,1744784567.8283293,Standing,0.564576268196106,0.6012094020843506,0.6092603802680969,0.5623009204864502,0.5546821355819702,0.5692488551139832,0.7111919522285461,0.6098887920379639,0.0,0.0,0.8309900164604187,0.8606292605400085,0.4832170009613037,0.8877571225166321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,person_11.jpg,1744784568.1540828,Standing,0.5678211450576782,0.606113076210022,0.6116894483566284,0.5670381784439087,0.5563403367996216,0.5740271806716919,0.7079257965087891,0.6116386651992798,0.0,0.0,0.8189119100570679,0.8634722232818604,0.46904611587524414,0.8948496580123901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,person_12.jpg,1744784568.4457228,Standing,0.5655057430267334,0.6025932431221008,0.610964298248291,0.5642015337944031,0.5555053949356079,0.5719166994094849,0.7073737382888794,0.6125537157058716,0.0,0.0,0.8069204092025757,0.8486577272415161,0.47202056646347046,0.893154501914978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,person_13.jpg,1744784568.7544951,Standing,0.5647575855255127,0.6034867763519287,0.6089715361595154,0.5689220428466797,0.5541123151779175,0.5756337642669678,0.705921471118927,0.615041196346283,0.0,0.0,0.8146556615829468,0.8588542342185974,0.4644938111305237,0.9043728113174438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,person_14.jpg,1744784569.08608,Standing,0.5679503083229065,0.6051775217056274,0.6121615171432495,0.5692812204360962,0.5521815419197083,0.5785066485404968,0.7037808299064636,0.6173943877220154,0.0,0.0,0.8184921145439148,0.8694725036621094,0.45997872948646545,0.9065492153167725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,person_15.jpg,1744784569.390526,Standing,0.5653102993965149,0.6047620177268982,0.608238160610199,0.5680579543113708,0.5490863919258118,0.5795938968658447,0.6967784762382507,0.6115821599960327,0.0,0.0,0.8121797442436218,0.8539827466011047,0.4607933461666107,0.9041188359260559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,person_16.jpg,1744784569.6743186,Standing,0.5618240237236023,0.6033761501312256,0.6083282232284546,0.5664581656455994,0.5442193150520325,0.5788982510566711,0.7006909251213074,0.6222075819969177,0.0,0.0,0.8104103207588196,0.8597050905227661,0.462310791015625,0.912135660648346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,person_17.jpg,1744784569.9686234,Standing,0.5597587823867798,0.6016380190849304,0.6035506129264832,0.564558744430542,0.5418645143508911,0.5770524740219116,0.6925292015075684,0.6135727763175964,0.0,0.0,0.8178809881210327,0.8576328158378601,0.4546054005622864,0.9112256169319153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,person_18.jpg,1744784570.2714434,Standing,0.556588351726532,0.6070369482040405,0.6005612015724182,0.5679893493652344,0.5401974320411682,0.5792278051376343,0.690032958984375,0.6136348843574524,0.0,0.0,0.7985638976097107,0.8473955392837524,0.46379488706588745,0.9058207273483276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,person_19.jpg,1744784570.5617232,Standing,0.5551227331161499,0.6059345006942749,0.599010705947876,0.5642813444137573,0.5348128080368042,0.5790982842445374,0.6855776906013489,0.6118434071540833,0.0,0.0,0.7909148335456848,0.8341779112815857,0.4711715579032898,0.8989741206169128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,person_20.jpg,1744784570.9183338,Standing,0.5555817484855652,0.6086967587471008,0.5977103114128113,0.568707287311554,0.5341847538948059,0.5796954035758972,0.6782358288764954,0.6129432916641235,0.0,0.0,0.7931139469146729,0.8484394550323486,0.4606861174106598,0.9046934247016907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,person_21.jpg,1744784571.238433,Standing,0.5520720481872559,0.6060134768486023,0.595628023147583,0.5673398375511169,0.5331729650497437,0.579155683517456,0.6786640882492065,0.6185715794563293,0.0,0.0,0.798880934715271,0.8525376915931702,0.45109081268310547,0.9099632501602173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,person_22.jpg,1744784571.5639355,Standing,0.5515022873878479,0.608453631401062,0.5933181047439575,0.5702279806137085,0.5326628684997559,0.5809130072593689,0.6750415563583374,0.612246572971344,0.0,0.0,0.7930974960327148,0.8454656004905701,0.45374101400375366,0.9075661301612854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,person_23.jpg,1744784571.9319568,Standing,0.5468778610229492,0.6114075183868408,0.589856743812561,0.5744209289550781,0.532577633857727,0.5834578275680542,0.6798626780509949,0.6166864037513733,0.0,0.0,0.803480327129364,0.854225754737854,0.4515884518623352,0.9084294438362122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,person_24.jpg,1744784572.2639334,Standing,0.5472540259361267,0.6103562712669373,0.5899824500083923,0.5716426968574524,0.5309089422225952,0.5845029354095459,0.6804737448692322,0.6146582365036011,0.0,0.0,0.8020642995834351,0.8493532538414001,0.4565649628639221,0.9095701575279236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,person_25.jpg,1744784572.6085567,Standing,0.5510679483413696,0.612759530544281,0.5923820734024048,0.5697668790817261,0.5306931734085083,0.585949718952179,0.6780243515968323,0.6117025017738342,0.0,0.0,0.7876356840133667,0.8440791368484497,0.45902472734451294,0.9117752909660339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,person_26.jpg,1744784572.969575,Standing,0.5475552082061768,0.6182065606117249,0.5876237154006958,0.5764376521110535,0.5289698243141174,0.5915752649307251,0.6746593117713928,0.6116309762001038,0.0,0.0,0.8006364703178406,0.8450897336006165,0.4542059898376465,0.914205014705658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,person_27.jpg,1744784573.3147836,Standing,0.552552342414856,0.6122124791145325,0.5936282873153687,0.5725514888763428,0.5334904789924622,0.5832462906837463,0.6755622625350952,0.6129604578018188,0.0,0.0,0.8047641515731812,0.8508567810058594,0.45439499616622925,0.9069393277168274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,person_28.jpg,1744784573.6721797,Standing,0.5486764907836914,0.6156845092773438,0.5915113091468811,0.5745477080345154,0.5315724611282349,0.5842941999435425,0.6790212988853455,0.6167226433753967,0.0,0.0,0.8057630658149719,0.8546003699302673,0.4481917917728424,0.9170606136322021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,person_29.jpg,1744784574.0141425,Standing,0.5509837865829468,0.6117429733276367,0.592776894569397,0.5696713924407959,0.5319374203681946,0.5824625492095947,0.6793742775917053,0.6101003289222717,0.0,0.0,0.8073342442512512,0.8499955534934998,0.45456281304359436,0.9105364680290222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,person_30.jpg,1744784574.3404183,Standing,0.5520256757736206,0.6101642847061157,0.5945237874984741,0.5703906416893005,0.5335627794265747,0.5826808214187622,0.68498694896698,0.6123641133308411,0.0,0.0,0.8122377395629883,0.8590612411499023,0.4489890933036804,0.9159104824066162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,person_31.jpg,1744784574.7080255,Standing,0.5546537637710571,0.6110069155693054,0.5959986448287964,0.5693584680557251,0.5348628759384155,0.5846202373504639,0.6874984502792358,0.609405517578125,0.0,0.0,0.8104501962661743,0.8623536229133606,0.4506595730781555,0.9183531403541565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,person_32.jpg,1744784575.0597067,Standing,0.5547463893890381,0.6128424406051636,0.5984611511230469,0.5696880221366882,0.5346382260322571,0.5807504057884216,0.6858056783676147,0.6144792437553406,0.0,0.0,0.8100774884223938,0.8611683249473572,0.4549746513366699,0.9142751693725586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,person_33.jpg,1744784575.4710824,Standing,0.5571447610855103,0.6077341437339783,0.5994983911514282,0.5660535097122192,0.53664630651474,0.5793551206588745,0.6829589605331421,0.6163288950920105,0.0,0.0,0.810030460357666,0.8581410646438599,0.4619688093662262,0.9078134298324585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,person_34.jpg,1744784575.8418536,Standing,0.5594075322151184,0.6120282411575317,0.5997601747512817,0.570372998714447,0.5379473567008972,0.5879366397857666,0.6875727772712708,0.610150158405304,0.0,0.0,0.8051553964614868,0.8549543023109436,0.4596993029117584,0.9143961668014526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,person_35.jpg,1744784576.175407,Standing,0.5582872629165649,0.6155809760093689,0.5982682704925537,0.570904552936554,0.5340311527252197,0.5863631367683411,0.6811956167221069,0.6072323322296143,0.0,0.0,0.8016544580459595,0.8549674153327942,0.45979443192481995,0.9072076678276062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,person_36.jpg,1744784576.5625808,Standing,0.5573917627334595,0.6169072985649109,0.5975774526596069,0.5732602477073669,0.5365911722183228,0.5889874696731567,0.6837546825408936,0.6110432744026184,0.0,0.0,0.7990387082099915,0.8502426743507385,0.468844473361969,0.9043771624565125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,person_37.jpg,1744784577.0031362,Standing,0.5618656873703003,0.6146498918533325,0.6023670434951782,0.570026159286499,0.5389007329940796,0.5855792760848999,0.6846171021461487,0.6069594621658325,0.0,0.0,0.803905189037323,0.85023432970047,0.46000441908836365,0.9117478132247925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,person_38.jpg,1744784577.4581268,Standing,0.5618139505386353,0.6162707805633545,0.5994593501091003,0.5718794465065002,0.5392773747444153,0.5885086059570312,0.6801580786705017,0.6046327352523804,0.0,0.0,0.8039976358413696,0.8498249650001526,0.47332820296287537,0.8994336724281311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,person_39.jpg,1744784578.4205892,Standing,0.5601111650466919,0.6163492202758789,0.6023646593093872,0.5696427822113037,0.5379071235656738,0.5842933058738708,0.6886581182479858,0.6070881485939026,0.0,0.0,0.8102903366088867,0.8580909967422485,0.4555332064628601,0.9197531342506409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,person_40.jpg,1744784578.7857618,Standing,0.5592007637023926,0.6166605353355408,0.6007079482078552,0.5714271664619446,0.5378497838973999,0.585705578327179,0.6867126226425171,0.6106043457984924,0.0,0.0,0.8090893030166626,0.8541551828384399,0.4630292057991028,0.9126704335212708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,person_41.jpg,1744784579.1229641,Standing,0.5611629486083984,0.6176758408546448,0.6017034649848938,0.5716643929481506,0.5365338325500488,0.5912782549858093,0.6886264085769653,0.6125870943069458,0.0,0.0,0.8110334277153015,0.855445921421051,0.4758339822292328,0.9093049168586731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,person_42.jpg,1744784579.4616492,Standing,0.5576554536819458,0.619217038154602,0.598503589630127,0.5735026597976685,0.5367321968078613,0.5876432657241821,0.686008095741272,0.6096476316452026,0.0,0.0,0.8141673803329468,0.8594490885734558,0.46381959319114685,0.9159473180770874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,person_43.jpg,1744784579.815898,Standing,0.5569900274276733,0.6181384921073914,0.5983988046646118,0.5712044835090637,0.5362144708633423,0.5847880840301514,0.6852428317070007,0.6062266230583191,0.0,0.0,0.8139262199401855,0.861416757106781,0.454342782497406,0.9220859408378601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,person_44.jpg,1744784580.1733394,Standing,0.5601757764816284,0.6180762052536011,0.6004766225814819,0.571008026599884,0.5371264815330505,0.5902565717697144,0.6885318756103516,0.6064346432685852,0.0,0.0,0.8055940866470337,0.8521442413330078,0.4713420271873474,0.907983124256134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,person_45.jpg,1744784580.5376575,Standing,0.559306263923645,0.620908796787262,0.5984002351760864,0.573975682258606,0.5354524850845337,0.5902817845344543,0.6821659207344055,0.6058219075202942,0.0,0.0,0.808463454246521,0.8596788048744202,0.45771750807762146,0.921611487865448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,person_46.jpg,1744784580.9053674,Standing,0.5552137494087219,0.6218986511230469,0.596481442451477,0.5730411410331726,0.5323819518089294,0.590636670589447,0.686150848865509,0.6119738221168518,0.0,0.0,0.815334677696228,0.8681961894035339,0.45127981901168823,0.9290518164634705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,person_47.jpg,1744784581.323623,Standing,0.5570136308670044,0.6184453368186951,0.5977505445480347,0.5746586918830872,0.5360502004623413,0.5921633839607239,0.6886307597160339,0.6130977869033813,0.0,0.0,0.8195163011550903,0.867950439453125,0.44699305295944214,0.928176760673523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,person_48.jpg,1744784581.6571982,Standing,0.5565258264541626,0.618987500667572,0.5954927206039429,0.5739588141441345,0.5355252027511597,0.5915793776512146,0.684679388999939,0.6071308255195618,0.0,0.0,0.8125208616256714,0.8609243035316467,0.4542081356048584,0.9229925870895386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,person_49.jpg,1744784582.1156807,Standing,0.5557830929756165,0.6205476522445679,0.5971430540084839,0.5719257593154907,0.5327267646789551,0.5889633297920227,0.6861401796340942,0.6044222712516785,0.0,0.0,0.8025619387626648,0.8623019456863403,0.45599398016929626,0.9205048680305481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,person_50.jpg,1744784582.497418,Standing,0.5525213479995728,0.6208296418190002,0.5962487459182739,0.5756613612174988,0.5324531197547913,0.5883108973503113,0.6855274438858032,0.6140093207359314,0.0,0.0,0.8019895553588867,0.8605640530586243,0.4429824948310852,0.9251402020454407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,person_51.jpg,1744784582.8981504,Standing,0.5498492121696472,0.6223353147506714,0.594115138053894,0.5785391926765442,0.5319945812225342,0.5873337388038635,0.6842963695526123,0.6171197295188904,0.0,0.0,0.8132879137992859,0.8662101626396179,0.44741034507751465,0.9180561900138855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,person_52.jpg,1744784583.2617571,Standing,0.5454133749008179,0.6232299208641052,0.5886297225952148,0.5830329060554504,0.5294107794761658,0.5905729532241821,0.6800782084465027,0.6202781796455383,0.0,0.0,0.8088709712028503,0.861505925655365,0.4535249173641205,0.9075753092765808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,person_53.jpg,1744784583.5874815,Standing,0.5463712811470032,0.6334660649299622,0.5912430882453918,0.5921799540519714,0.5282523036003113,0.5969070196151733,0.6814690828323364,0.6210722327232361,0.0,0.0,0.7995582222938538,0.8565694093704224,0.4494689404964447,0.9001418948173523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,person_54.jpg,1744784584.0038216,Standing,0.5406129956245422,0.6414068937301636,0.5828388333320618,0.5934951901435852,0.5237433314323425,0.6052703261375427,0.682020366191864,0.619516134262085,0.0,0.0,0.8166708946228027,0.8613914251327515,0.4431443214416504,0.9162408709526062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,person_55.jpg,1744784584.4067328,Standing,0.5356758236885071,0.6431639194488525,0.5829837918281555,0.5941771864891052,0.5192903280258179,0.5983210206031799,0.6807063221931458,0.6177963018417358,0.0,0.0,0.7997430562973022,0.8569254279136658,0.4333488345146179,0.9059248566627502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,person_56.jpg,1744784584.7601044,Standing,0.5302701592445374,0.642091691493988,0.5791242718696594,0.5949273705482483,0.5141467452049255,0.5954564213752747,0.6780216693878174,0.617041289806366,0.0,0.0,0.7910362482070923,0.8546054363250732,0.4436159133911133,0.8872337341308594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,person_57.jpg,1744784585.1332736,Standing,0.5300576090812683,0.6356972455978394,0.5812662839889526,0.5898414850234985,0.5117635726928711,0.5884628891944885,0.6782406568527222,0.6169185638427734,0.0,0.0,0.7897102236747742,0.8535878658294678,0.42727118730545044,0.8851014971733093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,person_58.jpg,1744784592.365712,Standing,0.4201022982597351,0.4442306458950043,0.4972068667411804,0.36614686250686646,0.3689199686050415,0.3509998321533203,0.604162335395813,0.40388724207878113,0.0,0.0,0.7627606391906738,0.7240058779716492,0.21429383754730225,0.7328636050224304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,person_59.jpg,1744784592.6901448,Standing,0.40371328592300415,0.42704835534095764,0.4770134389400482,0.34553268551826477,0.35113027691841125,0.3344833254814148,0.5809763669967651,0.38416337966918945,0.27994847297668457,0.35531991720199585,0.7739781737327576,0.7195501327514648,0.16776660084724426,0.7435010671615601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,person_60.jpg,1744784593.1419501,Standing,0.39061933755874634,0.40721121430397034,0.4602643847465515,0.3258730173110962,0.33489853143692017,0.32306286692619324,0.5640956163406372,0.3621663749217987,0.0,0.0,0.7334954142570496,0.6836917400360107,0.1770794838666916,0.7079219222068787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,person_61.jpg,1744784593.4910188,Standing,0.3759174346923828,0.4045018255710602,0.43973079323768616,0.3304838538169861,0.3265456557273865,0.32756462693214417,0.5376801490783691,0.3588428497314453,0.0,0.0,0.7075386047363281,0.6690708994865417,0.1622900664806366,0.6966961622238159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,person_62.jpg,1744784593.8336565,Standing,0.36088958382606506,0.3801165819168091,0.43742290139198303,0.29479730129241943,0.3015510141849518,0.2929736077785492,0.5455918908119202,0.3407060503959656,0.22870686650276184,0.32911136746406555,0.7163408994674683,0.677115797996521,0.1452532708644867,0.6890472769737244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
